The Maze,Unlocked at Melzar's Maze,,3:35,Play track
Meddling Kids,Unlocked during Royal Trouble,,3:19,Play track
Medieval,Unlocked in Varrock,,3:59,Play track
Mellow,Unlocked in the Fishing Guild,,3:42,Play track
Melodrama,Unlocked at Castle Wars,,3:15,Play track
Meridian,Unlocked in Tirannwn,,3:29,Play track
Method of Madness,Unlocked in Tolna's rift,,2:26,Play track
Miles Away,Unlocked south of Falador,,3:48,Play track
Military Life,Unlocked in the Shayzien Encampment.,,4:24,Play track
The Militia,Unlocked in Shayzien,,3:47,Play track
Mind over Matter,Unlocked at the Telekinetic Theatre in the Mage Training Arena,,3:32,Play track
Miracle Dance,Unlocked at the Mind Altar,,4:33,Play track
Mirage,Unlocked during Icthlarin's Little Helper,,5:28,Play track
Miscellania,Unlocked in Miscellania,,4:24,Play track
The Mollusc Menace,Unlocked during The Slug Menace,,3:11,Play track
Monarch Waltz,Unlocked at Sinclair Mansion,,2:24,Play track
Monkey Badness,Unlocked during Monkey Madness II,,5:02,Play track
Monkey Business,Unlocked during Monkey Madness II,,5:24,Play track
Monkey Madness,Unlocked in Ape Atoll,,3:53,Play track
Monkey Sadness,Unlocked during Monkey Madness II,,6:09,Play track
Monkey Trouble,Unlocked during Monkey Madness II,,5:20,Play track
Monster Melee,Unlocked at the Humans Against Monsters area,,3:46,Play track
The Monsters Below,Unlocked at Waterbirth Island,,3:57,Play track
Moody,Unlocked in the Underground Pass  entrance area or in the Wilderness,,2:55,Play track
Mor Ul Rek,Unlocked in the Mor Ul Rek inner city.,,4:31,Play track
Morytania,Unlocked in north-west Morytania,,4:27,Play track
Morytanian Mystery,Unlocked during the Darkness of Hallowvale  quest,,3:08,Play track
A Mother's Curse,Unlocked during the battle with Kephri in the Tombs of Amascut,,6:14,Play track
Mother Ruckus,Unlocked during the Making Friends with My Arm  quest,,4:21,Play track
Mouse Trap,Unlocked during Grim Tales,,3:43,Play track
Mudskipper Melody,Unlocked at Mudskipper Point,,4:03,Play track
Museum Medley,"Unlocked in the Old School Museum (alternatively, by completing the 20th Anniversary event or 2021 Birthday event)",,11:10,Play track
Mutant Medley,Unlocked during Creature Creation minigame,,3:30,Play track
My Arm's Journey,Unlocked during My Arm's Big Adventure,,2:40,Play track
Mystics of Nature,Unlocked upon entering Prifddinas,,7:28,Play track
Mythical,Unlocked in the Myths' Guild,,4:00,Play track
Narnode's Theme,Unlocked in the Grand Tree mine,,3:50,Play track
Natural,Unlocked near the Nature Grotto,,4:42,Play track
The Navigator,Unlocked during The Fremennik Trials,,5:38,Play track
Nether Realm,Unlocked in the metal dragon slayer area in Brimhaven Dungeon.,,4:16,Play track
Neverland,Unlocked at the Tree Gnome Stronghold,,4:42,Play track
Newbie Farming,Unlocked south of the Farming Guild,,3:45,Play track
Newbie Melody,Unlocked at Tutorial Island,,3:42,Play track
Night of the Vampyre,Unlocked during Darkness of Hallowvale,,6:04,Play track
Nightfall,Unlocked south of Falador.,,3:47,Play track
The Nightmare Continues,Unlocked during the fight with the Pestilent Bloat,,7:25,Play track
No Pasaran,Unlocked during Song of the Elves,,4:03,Play track
No Way Out,Unlocked at the Hopelessness Room of Tolna's rift,,5:14,Play track
The Noble Rodent,Unlocked during Ratcatchers,,3:11,Play track
Nomad,Unlocked in Tai Bwo Wannai,,4:00,Play track
Norse Code,Unlocked in Jatizso,,3:58,Play track
Not a Moment of Relief,Unlocked north of Arceuus,,4:32,Play track
Nox Irae,Unlocked during in the 2015 Halloween event,,3:11,Play track
Null and Void,Unlocked at the Void Knight's[sic] Outpost,,3:36,Play track
Ogre the Top,"Unlocked during The Fremennik Isles , during the fight against the Ice Troll King",,3:28,Play track
On the Frontline,Unlocked on the Kebos Battlefront,,4:45,Play track
On the Shore,Unlocked in Corsair Cove,,5:02,Play track
On the Up,Unlocked during Dream Mentor,,2:17,Play track
On the Wing,"Unlocked in the Piscatoris Hunter area, near the Falconer",,4:12,Play track
On Thin Ice,Unlocked during fight with Vorkath,,5:02,Play track
Oncoming Foe,Unlocked during the Zorgoth's assault during Dragon Slayer II,,5:02,Play track
Organ Music 1,Unlocked automatically,,1:15,Play track
Organ Music 2,Unlocked automatically,,1:40,Play track
Oriental,Unlocked in Ah Za Rhoon during Shilo Village,,3:11,Play track
The Other Side,Unlocked in Port Phasmatys,,5:30,Play track
Out at the Mines,Unlocked at the Blast mine,,3:22,Play track
Out of the Deep,Unlocked during Horror from the Deep,,4:07,Play track
Over to Nardah,Unlocked in Nardah,,4:28,Play track
Overpass,"Unlocked in Arandar, east of Tirannwn",,3:41,Play track
Overture,Unlock in Seers' Village,,1:46,Play track
Parade,Unlocked in Silvarea,,1:35,Play track
The Part Where You Die,Unlocked during the A Kingdom Divided  quest,,5:11,Play track
Path of Peril,Unlocked at the Shadow Dungeon,,6:29,Play track
The Penguin Bards,Unlocked during Cold War,,1:20,Play track
Penguin Plots,Unlocked during Cold War,,1:06,Play track
Pathways,Unlocked at the Brimhaven Dungeon entrance,,4:00,Play track
Pest Control,Unlocked in the Pest Control Minigame,,4:23,Play track
Pharaoh's Tomb,Unlocked at the Agility Pyramid,,2:42,Play track
The Pharaoh,Unlocked during Beneath Cursed Sands,,5:18,Play track
Phasmatys,Unlocked at the ectoplasm in the Ectofuntus.,,4:49,Play track
Pheasant Peasant,Unlocked during the Freaky Forester random event,,3:48,Play track
Pick & Shovel,Unlocked in the Motherlode Mine,,3:13,Play track
Pinball Wizard,Unlocked in the Pinball Random Event,,4:07,Play track
Pirates of Penance,Unlocked during wave 10 of Barbarian Assault,,3:58,Play track
Pirates of Peril,Unlocked near the Pirates' Hideout in the deep Wilderness,,3:27,Play track
Poles Apart,Unlocked at the Rellekka Hunter area,,4:39,Play track
The Power of Tears,Unlocked during the Tears of Guthix  minigame,,2:20,Play track
Power of the Shadow Realm,Unlocked during the fight with Sotetseg,,7:37,Play track
Predator Xarpus,Unlocked in Xarpus' arena in the Theatre of Blood,,5:06,Play track
Preservation,Unlocked upon arriving at Fossil Island,,2:05,Play track
Preserved,Unlocked at the Fossil Island Volcano,,2:03,Play track
Prime Time,Unlocked during Elemental Workshop II,,4:40,Play track
Principality,Unlocked in Burthorpe,,4:27,Play track
Quest,Unlocked at the Fire Altar,,2:51,Play track
The Quizmaster,Unlocked in the Quiz Master Random Event,,4:15,Play track
Race Against the Clock,Unlocked in the Camdozaal Vault,,1:00,Play track
Rat a Tat Tat,Unlocked at the Varrock Rat Pits,,2:55,Play track
Rat Hunt,Unlocked during Ratcatchers,,3:19,Play track
Ready for Battle,Unlocked in the waiting room in Castle Wars,,3:36,Play track
Regal,Unlocked in the Wilderness,,3:28,Play track
Regal Pomp,Unlocked during the A Kingdom Divided  quest,,2:39,Play track
Reggae,Unlocked in the south-east area of the Kharazi Jungle.,,1:54,Play track
Reggae 2,Unlocked at the eastern area of the Karamja jungle,,3:21,Play track
Reign of the Basilisk,Unlocked during The Fremennik Exiles,,6:16,Play track
Relics,Unlocked in the Dragonkin laboratory on Crandor during Dragon Slayer II,,4:20,Play track
Rellekka,Unlocked in Rellekka,,4:36,Play track
Rest in Peace,Unlocked in Death's Office,,7:30,Play track
Revenants,Unlocked in the Revenant Caves,,4:40,Play track
Rhapsody,"Unlocked via the ""Background-music"" option on the Clan Hall piano",,5:03,Play track
Right on Track,Unlocked during Forgettable Tale...,,3:05,Play track
Righteousness,Unlocked at the Law Altar,,4:07,Play track
Rising Damp,Unlocked in the Brine Rat Cavern,,4:29,Play track
Riverside,Unlocked west of Tyras Camp,,2:31,Play track
Roc and Roll,Unlocked during the fight against the Giant Roc,,2:22,Play track
The Rogues' Den,"Unlocked in The Rogues' Den, located in Burthorpe",,5:14,Play track
Roll the Bones,Unlocked in the Graveyard Chamber in the Mage Training Arena,,3:40,Play track
Romancing the Crone,Unlocked during Troll Romance,,3:11,Play track
Romper Chomper,Unlocked at the ogre area south of Castle Wars,,3:18,Play track
Roots and Flutes,Unlocked while fighting Bryophyta,,4:36,Play track
Rose,Unlocked during the A Kingdom Divided  quest,,4:18,Play track
Royale,Unlocked at the Black Knights' Base in Taverley Dungeon,,2:05,Play track
Rugged Terrain,Unlocked at the Graveyard of Heroes in Shayzien,,4:07,Play track
The Ruins of Camdozaal,Unlocked during the Below Ice Mountain  quest,,3:52,Play track
Ruins of Isolation,Unlocked during Beneath Cursed Sands,,5:46,Play track
Rune Essence,Unlocked in the Rune essence mine,,2:00,Play track
Sad Meadow,Unlocked during Plague City,,3:36,Play track
Safety in Numbers,Unlocked entering the Sourhog Cave during A Porcine of Interest,,2:59,Play track
Saga,"Unlocked south of Rellekka, near the bridge",,5:15,Play track
Sands of Time,Unlocked during the battle with Akkha in the Tombs of Amascut,,7:45,Play track
Sarachnis,Unlocked during the fight with Sarachnis,,6:14,Play track
Sarcophagus,Unlocked during Desert Treasure,,4:19,Play track
Sarim's Vermin,Unlocked during Ratcatchers,,3:19,Play track
Scape Ape,Unlocked automatically,,3:05,Play track
Scape Cave,Unlocked in the cave below Tutorial Island.,,2:38,Play track
Scape Crystal,Unlocked automatically,,3:13,Play track
Scape Five,Unlocked automatically,,7:08,Play track
Scape Ground,Unlocked automatically,,3:29,Play track
Scape Home,Unlocked automatically,,4:08,Play track
Scape Hunter,Unlocked automatically,,3:18,Play track
Scape Main,Unlocked automatically,,3:13,Play track
Scape Original,Unlocked automatically,,3:07,Play track
Scape Sad,Unlocked in the Wilderness,,2:53,Play track
Scape Santa,Unlocked automatically,,4:07,Play track
Scape Scared,Unlocked automatically,,3:17,Play track
Scape Soft,Unlocked north of Falador.,,2:38,Play track
Scape Wild,Unlocked in the Wilderness.,,2:21,Play track
Scarab,Unlocked during Desert Treasure,,5:10,Play track
School's Out,Unlocked during the Surprise Exam random event,,3:15,Play track
Scorpia Dances,"Unlocked in the cave beneath the Scorpion Pit, where Scorpia resides",,5:24,Play track
Scrubfoot's Descent,Unlocked during the 2020 Christmas event,,3:45,Play track
Sea Minor Shanty,Unlocked during the 2020 Halloween event,,1:43,Play track
Sea Shanty,Unlocked at Musa Point.,,1:52,Play track
Sea Shanty 2,Unlocked at Port Sarim.,,2:04,Play track
Sea Shanty Xmas,Unlocked at a Christmas event.,,1:50,Play track
The Seed of Crwys,Unlocked upon entering Prifddinas,,6:12,Play track
Serenade,Unlocked at the Observatory,,3:05,Play track
Serene,Unlocked at the Air Altar.,,3:00,Play track
Servants of Strife,Unlocked in Molch,,3:37,Play track
Settlement,Unlocked in the Mountain Camp,,4:54,Play track
The Shadow,Unlocked on Crandor,,2:56,Play track
Shadowland,Unlocked at east of Mort'ton,,4:12,Play track
Sharp End of the Crystal,Unlocked in the Iorwerth Dungeon,,5:37,Play track
Shattered Relics,Unlocked automatically,,1:53,Play track
Shine,Unlocked around Mage Training Arena.,,2:40,Play track
Shining,Unlocked in the Wilderness,,4:37,Play track
Shining Spirit,Unlocked at the Corporeal Beast's cave,,5:06,Play track
Shipwrecked,Unlocked at the shipwreck east of Fenkenstrain's Castle,,3:27,Play track
Showdown,"Unlocked during Monkey Madness I , at the ape atoll banana plantation during the fight against the Jungle Demon",,3:18,Play track
Sigmund's Showdown,Unlocked during Death to the Dorgeshuun,,3:33,Play track
The Sinclairs,Unlocked during King's Ransom,,1:06,Play track
The Slayer,Unlocked in the Fremennik Slayer Dungeon,,3:25,Play track
Slice of Silent Movie,Unlocked during Another Slice of H.A.M.,,3:24,Play track
Slice of Station,Unlocked at the Dorgesh-Kaan–Keldagrim train system station,,3:25,Play track
Slither and Thither,Unlocked during Royal Trouble,,2:10,Play track
Slug a Bug Ball,Unlocked during The Slug Menace,,3:25,Play track
Snowflake & My Arm,Unlocked during the Making Friends with My Arm  quest,,1:17,Play track
Sojourn,Unlocked in and around Troll Stronghold,,3:39,Play track
Song of the Elves,Unlocked during Song of the Elves,,5:43,Play track
Sorceress's Garden,Unlocked in the Sorceress's Garden,,1:28,Play track
Soul Fall,Unlocked on the path towards the Soul Altar in Arceuus,,3:58,Play track
Soul Wars,Unlocked upon entering the Soul Wars lobby,,5:06,Play track
Soundscape,Unlocked at the Feldip Hills glider area,,3:21,Play track
Sphinx,Unlocked during Icthlarin's Little Helper,,4:31,Play track
Spirit,Unlocked in Varrock,,3:54,Play track
Spirits of the Elid,Unlocked during Spirits of the Elid,,6:21,Play track
Splendour,Unlocked around Heroes' Guild and Chaos Temple near Goblin Village,,3:42,Play track
Spooky,"Unlocked at Draynor Manor, during the Gravedigger random event and during the 2021 Halloween event.",,3:35,Play track
Spooky 2,Unlocked at the entrance to the Haunted Mine  and in the Isle of Souls dungeon.,,3:44,Play track
Spooky Jungle,Unlocked to the south-west of Karamja,,2:58,Play track
The Spurned Demon,Unlocked during the fight with Zalcano,,7:17,Play track
The Spymaster,Unlocked during Contact!,,2:33,Play track
Stagnant,Unlocked at The Hollows in Mort Myre Swamp,,4:15,Play track
Stand Up and Be Counted,Unlocked during Song of the Elves,,4:10,Play track
Starlight,Unlocked at the Asgarnia Ice Dungeon.,,3:11,Play track
Start,Unlocked at Draynor Village.,,2:45,Play track
Still Night,Unlocked at an area around Varrock,,2:48,Play track
Stillness,Unlocked during In Search of the Myreque,,5:38,Play track
Storm Brew,Unlocked at the Killerwatt plane,,2:54,Play track
Stranded,"Unlocked during Desert Treasure , at the Ice Path",,4:54,Play track
Strange Place,Unlocked during A Tail of Two Cats,,5:17,Play track
Stratosphere,Unlocked at the Cosmic Altar,,3:51,Play track
Strength of Saradomin,Unlocked at the Saradominist camp in the God Wars Dungeon,,3:29,Play track
Stuck in the Mire,Unlocked in Kebos Swamp,,6:43,Play track
Subterranea,Unlocked in the Waterbirth Island Dungeon,,4:37,Play track
Sunburn,Unlocked in the area north of the Jaldraocht Pyramid,,4:52,Play track
Superstition,Unlocked during Legends' Quest,,4:23,Play track
Surok's Theme,Unlocked during What Lies Below,,3:17,Play track
Suspicious,Unlocked during Monkey Madness I,,4:09,Play track
Tale of Keldagrim,Unlocked in eastern Keldagrim,,3:54,Play track
Talking Forest,Unlocked at McGrubor's Wood,,2:29,Play track
Tarn Razorlor,Unlocked during Lair of Tarn Razorlor,,2:50,Play track
A Taste of Hope,Unlocked during A Taste of Hope,,6:25,Play track
Tears of Guthix,Unlocked during the Tears of Guthix  minigame,,6:39,Play track
Technology,Unlocked during Monkey Madness I,,5:10,Play track
Tempest,Unlocked during the fight with the Grotesque Guardians,,3:50,Play track
Temple,Unlocked at the Temple of Marimbo Dungeon,,5:57,Play track
Temple of Light,Unlocked during Mourning's End Part II,,6:18,Play track
Temple of the Eye,Unlocked during the Temple of the Eye  quest,,6:06,Play track
Temple of Tribes,Unlocked during Land of the Goblins,,4:56,Play track
Tempor of the Storm,Unlocked while fighting Tempoross,,6:19,Play track
The Terrible Caverns,Unlocked during the Sins of the Father  quest,,4:08,Play track
The Terrible Tower,Unlocked at the Slayer Tower,,4:40,Play track
The Terrible Tunnels,Unlocked during the Sins of the Father  quest,,5:04,Play track
Test of Companionship,Unlocked in the Path of Apmeken within the Tombs of Amascut,,5:07,Play track
Test of Isolation,Unlocked in the Path of Scabaras within the Tombs of Amascut,,4:19,Play track
Test of Resourcefulness,Unlocked in the Path of Crondis within the Tombs of Amascut,,4:24,Play track
Test of Strength,Unlocked in the Path of Het within the Tombs of Amascut,,7:14,Play track
That Sullen Hall,Unlocked in Cerberus's Lair,,6:20,Play track
Theme,Unlocked at the Coal Trucks,,3:22,Play track
A Thorn in My Side,Unlocked during the fight with the Hespori,,7:23,Play track
Thrall of the Devourer,Unlocked during Beneath Cursed Sands,,5:53,Play track
Thrall of the Serpent,Unlocked at Zul-Andra,,5:51,Play track
Throne of the Demon,Unlocked during Shadow of the Storm,,5:54,Play track
Time Out,Unlocked during the Maze Random Event,,3:03,Play track
Time to Mine,Unlocked during Between a Rock...,,4:47,Play track
Tiptoe,Unlocks in Draynor Manor cellar.,,4:41,Play track
Title Fight,Unlocked in the Champions' Challenge area,,3:04,Play track
Tomb Raider,Unlocked in Pyramid Plunder,,5:33,Play track
Tomorrow,Unlocks at the coastline south of Port Sarim.,,2:36,Play track
Too Many Cooks...,Unlocked during the goblin sub-quest in Recipe for Disaster  and during 2020 Christmas Event,,3:24,Play track
The Tower of Voices,Unlocked upon entering Prifddinas,,7:09,Play track
The Tower,Unlocked north-west of East Ardougne,,2:55,Play track
The Trade Parade,Unlocks at the Grand Exchange.,,4:31,Play track
Trahaearn Toil,Unlocked upon entering Prifddinas,,5:22,Play track
Trawler,Unlocked during the Fishing Trawler minigame,,4:20,Play track
Trawler Minor,Unlocked during the Fishing Trawler minigame,,2:48,Play track
Tree Spirits,Unlocked west of the Tree Gnome Stronghold,,4:00,Play track
Tremble,Unlocked during Death Plateau,,3:24,Play track
Tribal,Unlocked east of Tai Bwo Wannai,,2:07,Play track
Tribal 2,Unlocked at the gnome glider area in Karamja,,3:46,Play track
Tribal Background,Unlocked at the south-east area of the Kharazi Jungle,,3:31,Play track
Trinity,Unlocked at the Legends' Guild,,3:36,Play track
Troll Shuffle,Unlocked during the Making Friends with My Arm  quest,,5:52,Play track
Trouble Brewing,Unlocked during the Trouble Brewing minigame,,2:39,Play track
Troubled,Unlocked in the Wilderness,,3:45,Play track
Troubled Waters,Unlocked at the Kraken Cove,,3:21,Play track
Twilight,Unlocked during Elemental Workshop I,,5:11,Play track
TzHaar!,Unlocked in the TzHaar Fight Cave,,3:42,Play track
Undead Dungeon,Unlocked in Tarn's Lair,,3:17,Play track
Undercurrent,Unlocked in the Wilderness,,5:24,Play track
Underground,"Unlocked at Entrana Dungeon, Black demons in Taverley Dungeon, or in the Wilderness",,3:36,Play track
Underground Pass,Unlocked during Underground Pass,,4:12,Play track
Understanding,Unlocked at the Nature Altar,,3:57,Play track
Unknown Land,Unlocked in Draynor Village,,2:04,Play track
Untouchable,Unlocked during Dream Mentor,,3:14,Play track
Upcoming,Unlocked at the Necromancer Tower,,3:11,Play track
Upir Likhyi,Unlocked during Sins of the Father,,6:07,Play track
Upper Depths,Unlocked upon entering the Chambers of Xeric,,4:09,Play track
Vampyre Assault,Unlocked during the In Aid of the Myreque  quest,,3:10,Play track
Vanescula,Unlocked during A Taste of Hope,,1:50,Play track
Venomous,Unlocked automatically,,3:33,Play track
Venture,Unlocked at the Digsite,,1:50,Play track
Venture 2,Unlocked during The Dig Site,,3:16,Play track
Victory is Mine,Unlocked while fighting a champion in the Champions' Challenge minigame,,3:09,Play track
Village,Unlocked at Canifis,,3:34,Play track
Vision,Unlocked at the Wizards' Tower,,2:50,Play track
Volcanic Vikings,Unlocked in Neitiznot,,3:22,Play track
Voodoo Cult,Unlocked during Legends' Quest,,5:19,Play track
Voyage,Unlocked at Baxtorian Falls,,2:55,Play track
The Waiting Game,Unlocked upon entering the Soul Wars lobby,,4:39,Play track
Waking Dream,Unlocked during Lunar Diplomacy,,3:16,Play track
A Walk in the Woods,Unlocked in the Kourend Woodland,,1:44,Play track
The Walking Dead,Unlocked in the Shayzien Crypts,,3:54,Play track
Wally the Hero,Unlocked during Demon Slayer,,1:19,Play track
Wander,Unlocks in Draynor Village,,3:21,Play track
Warpath,"Unlocked in a Clan Wars arena. (Random between this song and Clan Wars Song, re-enter to unlock both)",,4:44,Play track
Warrior,Unlocked during The Fremennik Trials,,3:17,Play track
Warriors' Guild,Unlocked at the Warriors' Guild,,3:10,Play track
Watch Your Step,Unlocked in the Hallowed Sepulchre,,6:22,Play track
Waterfall,Unlocked at the Baxtorian Falls,,2:19,Play track
Waterlogged,Unlocked south of Canifis,,4:50,Play track
Way of the Enchanter,Unlocked in the Lunar Isle mine,,3:34,Play track
Way of the Wyrm,Unlocked in the lower level of the Karuulm Slayer Dungeon,,5:31,Play track
Wayward,Unlocked in the dungeon beneath Jiggig,,5:37,Play track
We are the Fairies,Unlocked at the Cosmic entity's plane,,4:40,Play track
Welcome to my Nightmare,Unlocked in the Pestilent Bloat's arena in the Theatre of Blood,,7:32,Play track
Welcome to the Theatre,Unlocked at Ver Sinhaza,,5:00,Play track
Well Hallowed Air,Unlocked in the Hallowed Sepulchre,,3:29,Play track
Well of Voyage,Unlocked during Regicide,,3:14,Play track
What Happens Below...,Unlocked in the Warrens,,3:14,Play track
Where Eagles Lair,Unlocked during Eagles' Peak,,3:47,Play track
Wild Isle,Unlocked in the Wilderness,,4:01,Play track
Wild Side,Unlocked in the Wilderness,,5:16,Play track
Wilderness,Unlocked in the Wilderness,,3:30,Play track
Wilderness 2,Unlocked in the Wilderness,,3:00,Play track
Wilderness 3,Unlocked in the Wilderness,,1:49,Play track
Wildwood,Unlocked in the Wilderness,,3:26,Play track
Winter Funfair,Unlocked during the 2017 Christmas event,,4:18,Play track
Witching,Unlocked in the Wilderness,,1:33,Play track
Woe of the Wyvern,Unlocked in the Asgarnian Ice Dungeon in the Skeletal Wyvern area,,3:54,Play track
Wonder,Unlocked in the Wilderness,,3:12,Play track
Wonderous,Unlocked near the Legends' Guild,,3:51,Play track
Woodland,Unlocked at the Iorwerth Camp in Tirannwn,,3:22,Play track
"Work, Work, Work",Unlocked during the Tower of Life  quest.,,5:15,Play track
Workshop,Unlocked in Falador,,4:10,Play track
Wrath and Ruin,Unlocked at the anger room in Tolna's rift,,3:50,Play track
Xenophobe,Unlocked on the bottom level of the Waterbirth Island Dungeon,,2:54,Play track
Yesteryear,Unlocked in Lumbridge,,3:56,Play track
You Have My Attention,Unlocked during the Sins of the Father  quest,,6:39,Play track
Zamorak Zoo,Unlocked in God Wars Dungeon,,3:01,Play track
Zanik's Theme,Unlocked during Land of the Goblins,,2:47,Play track
Zaros Zeitgeist,Unlocked during the fight with Nex,,7:42,Play track
Zealot,Unlocked at the Water Altar,,4:18,Play track
Zogre Dance,Unlocked south of Castle Wars where you start the Zogre Flesh Eaters  quest,,5:10,Play track
Zombiism,Unlocked on Harmony Island,,3:48,Play track
